post_num,post_idx,text,topic_tag,sentiment_tag
4,3,ו כ חול לבן היא ה אלטרנטיבה ה שלטונית ה יחידה ל ניהול ה מדינה,0,2
4,4,ה בוקר התראיינתי אצל עידן קוולר ב גלצ,0,2
4,5,מוזמנים להאז,0,2
5,0,האם אמסלם מתחיל לשרטט ב שם אדונו נתניהו את ה מתווה ה מסתמן מול כתבי ה אישום ה צפויים כנגד רהמ בעוד 3 חודשים,2,0
5,1,כך או כך אסור להפוך את הכנסת ל ה עיר מ קלט ל ה עבריינים,0,2
5,2,שר ו ראש ממשלה ש הוחלט להגיש נגד הם כתב אישום,2,0
5,3,חייבים להתפטר,2,-1
5,4,לעמוד ל ה דין ו לברר את ענייניהם ב בית ה משפט,2,-1
5,5,בלי קיזוזים ו בלי ה נחות,0,2
5,6,מגיע ל אזרחי ישראל מערכת פוליטית נקייה מ שחיתות פוליטית ש פוגעת ב ה הם ו משרתת אינטרסים זר,2,-1
6,0,ל ה ישראל יש כיפת ברזל ו אגרוף ברזל,0,2
6,1,ה מערכות ש ל אנחנו יודעות להתמודד עם כל איום גם ב ה הגנה ו גם ב ה התקפה,0,2
6,2,לא הייתי ממליץ ל אויבנו לנסות את אנחנו,0,2
6,3,ב נימין נתניהו,2,0
6,4,ראש ממשלת ישר,2,1
7,0,צדק חברתי נוסח נתניהו,2,0
7,1,כ חלון ו ה ימין,0,2
7,2,כשיש עודפים ב ה תקציב מחלקים עוד ל חזקים ו ל מקורבים כש הוא חסר ה חלשים הם ה ראשונים לשלם את ה מחיר,2,-1
7,3,חברתיים עא,0,2
8,0,ש בת של זיגזוגים נוסח ליברמן,0,2
8,1,ב ה בוקר מתחיל ב ה דרישה ל ה רוטציה עם נתניהו ו ב ה ערב,2,0
8,2,בשל ה תקפות ה תקשורת,0,2
8,3,עובר ל מתקפה אישית פרועה נגד נתניהו ו הצעה להחליף את הוא ב ראשות ה ליכוד,2,1
8,4,ה ליכוד לא מזגזג,2,1
8,5,לא תהיה החלפה ו לא תהיה רוטצ,0,2
9,0,ב בחירות 92 הימין לא היה מאוחד,0,2
9,1,הפסיד ו קיבלנו את אוסלו,0,2
9,2,עוד לא מאוחר להקים רשימה מאוחדת אמיתית של כל ה מפלגות ש מימין ל ה ליכוד,2,0
9,3,מה ש לא נעשה עד עכשיו,2,0
9,4,ו ב כל מקרה,0,2
9,5,ב יום ה בוחר זכרו,0,2
9,6,רק פתק אחד מ בטיח הקמת ממשלה לאומית ב ראשות בנימין נתניהו מחל,2,1
9,7,ה ליכוד,2,0
9,8,צפו ו שתפו את ה אמת,0,2
9,9,מתוך ה עולם ה בוקר,0,2
9,10,רשת ,0,2
10,0,צפו ב ה הסתה של נתניהו נגד אנחנו,2,-1
10,1,זו לא הסתה נגד אני ב אופן אישי,0,2
10,2,זוהי הסתה נגד ה עם ש ל אנחנו,0,2
10,3,ה בא נצא ב ה המונינו להצביע ש תזרוק את הוא מ חוץ ל ה מפה ה פוליטית,2,-1
10,4,ה ציבור ש ל אנחנו שייך ו בעל מודעות גבוהה,0,2
10,5,לאחר ה איחוד של כולנו,0,2
10,6,אנו יכולים להעיף את ה,0,2
11,0,מתכון ל ה מדינה ה חזקה ב ה מזרח ה תיכון,0,2
11,1,בונים קשרי חוץ ו ידידות מעולים עם ראשי ה מעצמות ה חזקות ב ה עולם,0,2
11,2,מדיניות כלכלית ליברלית של הסרת חסמים ו הגברת תחרות ב ה משק,0,2
11,3,משלבים תבונה מדינית יחד עם עמידה על עקרונות בסיסיים של צדקת ה דרך,0,2
11,4,מתבלים ב ה צבא ה חזק ו ה ערכי ב ה עולם,0,2
11,5,מגישים ל ה עם ישראל ה נהדר ש קם כל בוקר כבר 13 שנה עם חיוך על ה פנים ב ה מדינה ה נפלאה ש לנו,0,2
11,6,ראש ה ממשלה נתניהו,2,0
11,7,תודה רבה ל אתה,2,1
11,8,ב נימין נתני,2,0
12,0,כש סמכות שרים עוברת ל ה רבנים ו ה יכולת של ה ממשלה לקבוע שעבודות חיוניות יתקיימו ב ה שבת מועברת ל ה רבנות ה ראשית,0,2
12,1,קוראים ל ה זה מדינת ה לכה,0,2
12,2,כש זה מצטרף ל ויתור על גיוס חרדים ו קביעה ש רק אנחנו נהיה ה פראיירים ש משרתים ב ה צבא,0,2
12,3,אז ברור ש זו כמעט היתה ממשלת ה לכה ב ראשות ל יצמן,0,2
12,4,דרעי ו סמוטריץ,0,2
12,5,ה פרסום ה זה,0,2
12,6,של קצה ה קרחון מ ה הסכמים בין נתניהו ל ה חרדים,2,0
12,7,מוכיח מעל כל צל של ספק,0,2
12,8,שליברמן הציל את אנחנו מ להפוך ל מדינת עולם שלישי,0,2
12,9,הגיע ה זמן להחזיר את ישראל ל ה נורמליות ו לעצור את ה השתוללות של ה חקיקה ה חרד,2,-1
13,0,התראיינתי ל תוכנית ה נבחרים ב ה רדיוס 100 אף אם,0,2
13,1,ש שודרה היום ב ה ערוץ 20,0,2
13,2,נתניהו סיים את תפקידו ה ציבורי,2,-1
13,3,הוא בסוף דרכו ו ככל ש הוא יסיים מוקדם יותר כך ייטב ל כולנו,2,-1
13,4,מחכה ל הוא שימוע עם כתב אישום על שוחד,2,-1
13,5,מ רמה ו הפרת אמונים,2,-1
13,6,נתניהו עוסק ב ה השרדות,2,-1
13,7,ו ממשיך לשעבד את ה אינטרסים ה לאומיים של כולנו ל צורך הצלת עורו ו המלטות מ אימת ה דין,2,-1
13,8,כ חול לבן היא ה אלטרנטיבה,0,2
13,9,אנחנו ימין רציונלי ו מ רכז שפוי,0,2
13,10,אנחנו לא קצוות,0,2
13,11,אנחנו מה ש ה מדינה ש ל אנחנו צריכה עכשיו,0,2
13,12,אנחנו נרכיב את ה ממשלה ה באה עם ה ליכוד,2,0
13,13,ב ה ל אני נתניהו,2,0
13,14,ו בלי מפלגות ש אינן ציוניות,0,2
13,15,תודה ל דוד בן ב סט ה מראיין על עוד ארוח נפלא ב תחנת ה רדיו של הוא,0,2
13,16,ש בת של,0,2
14,0,אנחנו הגענו ל כאן,0,2
14,1,אנשי כ חול לבן,0,2
14,2,ל ה עוטף,0,2
14,3,כדי להגיד די,0,2
14,4,די ל הפקרות ה ביטחונית ש אנחנו רואים כאן ב ה חודשים ה אחרונים,0,2
14,5,ש ב היא במקום לגבות מ ה חמאס מחיר כבד על מה ש הוא עולל כאן,0,2
14,6,ו תראו את ה דוגמא של ה שדה מאחורי,0,2
14,7,אנחנו משלמים ל הוא פרוטקשן,0,2
14,8,במקום להגיב תגובה קשה כנגד ה עפיפונים ו ה בלונים,0,2
14,9,ש מישהו זלזל ב ה הם לצערי כבר לפני שנה,0,2
14,10,אנחנו שומעים את נתניהו מצהיר הצהרות מאיימות ו בסוף אנחנו משלמים,2,-1
14,11,בטחון תושבי ה עוטף משועבד ל מה ש מעניין את נתניהו ה בריחה מ אימת ה דין,2,-1
14,12,ה הישרדות ה פוליטית,2,-1
14,13,אילולא זה,0,2
14,14,כבר מזמן צהל היה נותן מכה קשה,0,2
14,15,כפי ש צריך לתת,0,2
14,16,אנחנו כל ה זמן לפני ב חירות,0,2
14,17,והחמאס קורא את אנחנו ו מבין ש נתניהו לא רוצה הסלמה,2,-1
14,18,לא יכול להיות ש מדינת ישראל תזלזל ב ריבונות של עצמה,0,2
14,19,בין אם זה רקטה ו בין אם זה בלון או עפיפון,0,2
14,20,תושבי ה עוטף סובלים כאן ב אופן בלתי נסבל ו ה זלזול ב ה ריבונות ש לנו פוגע פגיעה קשה ב ה ביטחון ש ל אנחנו,0,2
14,21,צריך להגיד לנתניהו די,2,-1
14,22,לא רק ה שדות פה נשרפים,0,2
14,23,גם שלטון ה חוק נשרף,0,2
14,24,ה כלכלה נפגעת,0,2
14,25,כש מעל ה כל נתניהו דואג ל עצמו ו ל הימלטות מאימת ה דין,2,-1
14,26,כ חול לבן מציעה אלטרנטיבה בטחונית ו כלכלית,0,2
14,27,אנחנו נחושים להוביל ו לנצח ב ה בחירות ה קרובות כדי להחזיר את ה ביטחון ל ה עוטף ע,0,2
15,0,ה ל הוא,0,2
15,1,אהוד ברק על מי בדיוק אתה מנסה לעבוד,0,2
15,2,עד לפני 6 שנים היית ה סנגור ה טוב ביותר של נתניהו,2,0
15,3,אפילו עזבת את מפלגת ה עבודה כדי להישאר ב ממשלת נתניהו,2,0
15,4,אתה גם תהיה ה ראשון ש ינסה להיכנס ל ממשלת נתניהו ה באה,2,0
15,5,אז חלאס,0,2
15,6,מספיק עם ה בלופים ש ל אתה,0,2
15,7,אהוד ב,0,2
16,0,ב ה יממה ה אחרונה נתניהו הפריח ל ה אוויר עוד אחד מ שקריו מ שוללי ה יסוד,2,-1
16,1,כאילו נהל עם גנץ מומ ל הקמת ממשלה ב ראשותו ו ב ה רוטציה עם גנץ,2,0
16,2,וכאילו ניתן לבטל את ה בחירות ה אלו,2,0
16,3,עליהם הכריז הוא עצמו,2,0
16,4,זהו שקר,2,-1
16,5,מפלגת כ חול לבן ל אורך כל ה דרך שומרת על עקרונותיה ו על ה הבטחות ל אתם,0,2
16,6,ה בוחרות ו ה בוחרים,0,2
16,7,באנו לשרת את אתם מתוך אמונה ש אפשר לעשות זאת ב יושר,0,2
16,8,ללא שחיתות,0,2
16,9,תוך שמירה על מינהל תקין,0,2
16,10,לא נשב עם נתניהו,2,-1
16,11,כך הבטחנו ו כך נעשה,2,0
16,12,ו כל ה שאר הם שקרים ה נובעים מ ה פחד ה מוצדק של נתניהו ש הפעם הגיע ל ה סוף דר,2,-1
17,0,מדהים לראות איך נתניהו משתמש ב מדינת ישראל כמו ה צעצוע ה אישי של הוא,2,-1
17,1,רק לפני חודש,0,2
17,2,הוא הפך עולמות כדי להקדים את ה בחירות,2,-1
17,3,ו עכשיו כש גילה ש ל ציבור נמאס מ ה משחקים ה אלה,2,-1
17,4,הוא עשה את היא פרסה,2,-1
17,5,מדהים עוד יותר לראות את חברי הכנסת בליכוד ו ב ה ימין מיישרים קו עם רוח ה מפקד,2,-1
17,6,ראשי מפלגות כמו רפי פרץ,0,2
17,7,מ שה כחלון ו יעקב ליצמן מיישרים קו עם דף ה מסרים של ה ליכוד ו פתאום נזכרו ש לא צריך ב ה חירות,2,-1
17,8,אז יש ל אני חדשות ב ה שבילכם,0,2
17,9,אנחנו לא נהיה חבל ה הצלה של ה מושחת נתניהו,2,-1
17,10,ו אני קוראת ל כל ה מחנה ו ה חברים ב ה אופוזיציה אל תושיטו ל הוא את ה יד,2,-1
17,11,אנחנו מגיעים ל ה בחירות ה אלה ב כל ה כוח,0,2
17,12,לא נופלים ל ה ספינים,0,2
17,13,עם מטרה ברורה ו רק ביחד ננ,0,2
18,0,האם נתניהו נותר נאמן ל משהו חוץ מ לעצמו,2,-1
18,1,נתניהו נכנע מזמן ל ה כהניסטים,2,-1
18,2,ומשנכשל הגיש את צווארו ל מפלגת ה עבודה בעבור בדל סיכוי ל ה ממשלה,2,-1
18,3,תוך הפרת ה הבטחות ל חבריו ב ה ליכוד,2,-1
18,4,כעת מתברר ש אחרי ש שיקר כי סיעת כ חול לבן יילכו עם ה ערבים,2,-1
18,5,הוא עצמו שיתף פעולה ב אופן הדוק עם ה סיעות ה ערביות ו שלח את ה מדינה ה זו ל טירוף מ ערכות נוסף,2,-1
18,6,ב חירות מיותרות ו יקרות,2,-1
18,7,נתניהו איבד את זה,2,-1
18,8,הוא צריך לפנות את מקומו ל ממשלת אחריות לאומית ב ראשות בני גנץ ו כ חול לבן,2,0
18,9,ש תציל את ה מדינה מ ה התנהלות ה מופקרת,0,2
18,10,מ ה שחיתות ו מ ה גרעון ה תופח,0,2
18,11,יאיר ל פידגבי אשכנזי מפלגת כ חול ל,0,2
19,0,ה ממשלה לא צריכה תמיד לקיים את החלטות ב ה גצ,0,2
19,1,כי הוא מסייע ל ה מחבלים ל הרוג יהודים,0,2
19,2,דברי שר ה משפטים ש מינה נתניהו כדי להרוס את שלטון ה חוק מ בפנים,2,-1
19,3,מה עוד אתם צריכים לדעת על מה ש עומד בפני אנחנו ב ה בחירות ה א,0,2
20,0,מחיר ה יוהרה,0,2
20,1,אם נצטרך ללכת ל בחירות חוזרות זה אך ו רק בגלל ה ליכוד,2,-1
20,2,בגלל ניהול מומ קואליציוני כושל,2,-1
20,3,ארוגנטי ו רשלני,2,-1
20,4,זה לא ב ה מקרה ש עד ל רגע זה לא נחתם שום הסכם עם אף מפלגה,2,-1
20,5,ו לא רק עם ישראל ביתנו,0,2
20,6,זה לא ב ה מקרה ש ב ה פעם ה ראשונה מ אז קום ה מדינה,0,2
20,7,מי ש ניצח ב ה בחירות ב ה צורה משכנעת לא מצליח להקים ממשלה,2,-1
20,8,יצא ל אני לא פעם לנהל מומ קואליציונים,0,2
20,9,גם מטעם ה ליכוד ו גם מול ה ליכוד,2,0
20,10,ו אינני זוכר משהו ש מתקרב ל ה מומ ה נוכחי,0,2
20,11,למרות כל תמרור אזהרה אפשרי,0,2
20,12,מצד ישראל ביתנו ו מצד ה שותפות ה אחרות,0,2
20,13,ה ליכוד התנהלה ב ה יוהרה,2,-1
20,14,ב ה גישה ה קלאסית של יהיה ב ה סדר,0,2
20,15,חוק ה גיוס,0,2
20,16,ל צערי ה פך לסמל,0,2
20,17,ב כל ה נוגע ל ה דת ו מ דינה,0,2
20,18,אבל ה סמל ה זה כולל בתוך הוא חרם צרכני על מפעל פיניציה ב ברכת ה אדמור מ גור,0,2
20,19,גשר יהודית ו דוח ועדת ניסים ב נושא ה גיור ש הוכנס עמוק עמוק לתוך ה מקפיא,0,2
20,20,לכן ממשלת 60 תהיה ממשלה חרדית ו לא ממשלה ימנית,0,2
20,21,שבמקום לדאוג ל מדינה יהודית תהפוך את ישראל ל מדינת ה לכה,0,2
20,22,עצתי ל ראש ה ממשלה ב ה נימין נתניהו,2,0
20,23,תפעיל לחץ על ה מפלגות ה חרדיות לעמוד ב ה סיכום ה מקורי מ ה קדנציה ה קודמת ו להשלים את חקיקת חוק ה גיוס ב קריאה שניה ו שלישית ב ה אותו נוסח בדיוק כפי ש עבר ב קריאה ראשונה,2,0
20,24,ב כל מקרה אנו לא נמליץ ל נשיא ה מדינה על מועמד אחר מלבד נתניהו,2,1
20,25,ו לכן ה אלטרנטיבה ה יחידה ב ה מידה ו ה חוק לא יאושר היא בחירות חוזר,2,0
21,0,בונים קואליציה ש הולכת להגן על עבריינים ו לשמור בעיקר על נתניהו מעל ה חוק,2,-1
21,1,קדנציה של ראש ממשלה צריכה להיות 8 שנים ו לא יותר,2,0
21,2,מה ש אנחנו רואים כרגע הוא תוצאה של הסתאבות ו ריקבון,2,-1
21,3,מי ש עבר עבירות ש יש עם הן קלון לא צריך לחזור ל ה חיים ה ציבוריים,2,-1
21,4,לכן אנחנו עושים הכל כדי להוציא אנשים ל ה רחובות,2,0
21,5,הצביעו ל אנחנו למעלה מ 1,0,2
21,6,1 מליון ישראלים הם מצפים מאת אנחנו ו ב ה צדק,0,2
21,7,ש נקרא ל ה הם לצאת ל ה רחוב,0,2
21,8,אז אנחנו מתחילים ב מוצאי שבת ה קרובה,0,2
21,9,ו אנו נלך ו נרחיב את זה,0,2
21,10,צפו ב ראיון של אני אצל מזל מעל את הם ב ה ערוץ ה כנסת,0,2
21,11,ערוץ כ ה נ,0,2
22,0,41 לוחמי אצל נפלו ב ה מערכה ל ה שחרור יפו,0,2
22,1,חייהם מ לחמה,0,2
22,2,מותם גבורה,0,2
22,3,ותיקי ה ארגון,0,2
22,4,בני ה משפחות,0,2
22,5,מוקירי זכרם ו אני ב ה הם,0,2
22,6,ב ראשות ראש ה ממשלה בנימין נתניהו מתכנסים עכשיו ל ה ספר את סיפור ה מערכה ה היסטורית,2,0
22,7,ש השפעתה על מדינתנו היא מהבולטות ש ב מלחמת ה עצמא,0,2
23,0,היה ל אני ה כבוד לעמוד ב ראש משלחת ה ליכוד ל נשיא ה מדינה ראובן ריבלין,0,2
23,1,ו להמליץ על ראש ה ממשלה בנימין נתניהו להרכיב את ה ממשלה ה באה,2,1
23,2,כ מי ש זכה ב ה אמון ה רחב ביותר ו ב ה תמיכה ה ציבורית ה רחבה ביותר,2,1
23,3,פנינו ל הקמת ממשלה ש תמשיך לקדם את מדינת ישראל ב כל ה תחומים ו תפעל למען כל אחת ו אחד מ אזרחי ישראל,2,1
23,4,ל ה ,0,2
24,0,זהו ניצחון גדול ל ה ליכוד ו הבעת אמון אדירה ב ראש ה ממשלה ב ה נימין נתניהו,2,1
24,1,מקימים ממשלה יציבה ו ממשיכים ב ה הצלחה למען מדינת ישראל,2,1
24,2,צפו ו שת,0,2
25,0,כך נראה אושר גדול,0,2
25,1,כ נגד כל ה סיכויים,0,2
25,2,כל ה סקרים ו כל ה פרשנים,0,2
25,3,ניצחנו ניצחון ענק ו היסטורי,0,2
25,4,עמדנו מול גלי הכפשות,0,2
25,5,המצאות ו שקרים נוראיים,0,2
25,6,מול אנרגיות אדירות ש איימו לשטוף את כל הישגינו ב ה עשור ה אחרון ו להעלות ממשלת שמאל,0,2
25,7,מן ה צד ה שני,0,2
25,8,שמענו ב ה קניונים,0,2
25,9,ב ה רחובות,0,2
25,10,ב חוגי ה בית,0,2
25,11,ב ה מפגשים עם תלמידים,0,2
25,12,ב שיחות ה טלפון ו ב מפגשים אקראיים את ה רצון ש ל אתם,0,2
25,13,להוקיר תודה ל ראש ה ממשלה בנימין נתניהו ו ל ה תנועה ה נפלאה ש הוא עומד ב ראשה מפלגת ה ליכוד,2,1
25,14,היו ש חששו להגיד זאת ב קול רם,0,2
25,15,אז הם ניגשו ליד ה אוזן ו לחשו ל אני,0,2
25,16,אנחנו את אתם,0,2
25,17,ו אכן,0,2
25,18,רוב גדול של ה עם ב ה ישראל את אנחנו,0,2
25,19,רוצה ב המשך מנהיגותו של נתניהו ו ממשלתנו,2,1
25,20,אני מלווה את בנימין נתניהו ל ה מעלה מ 23 שנה,2,1
25,21,ראיתי את הוא,2,0
25,22,ו את מ שפחתו,2,0
25,23,ב רגעים שמחים ו ב ימים שמחים פחות,2,0
25,24,ב ה חירות 2006,2,0
25,25,ל עיתים קרובות,0,2
25,26,ספגתי עלבונות אישיים קשים מאוד על כך,0,2
25,27,גם מ עיתונאים בכירים,0,2
25,28,אף פעם לא שיניתי את עמדתי ו את הערכתי ל ה איש ה זה,2,1
25,29,ש הוא מגדולי ה מדינאים ב ה עולם,2,1
25,30,ב מידה רבה מאוד,0,2
25,31,ה ניצחון ה זה הושג בזכות הוא,2,1
25,32,ב ה יתר ש את ב שעות אחר ה צהריים של יום ה בחירות,0,2
25,33,ש גם ב ה הן שמחתי לעמוד ל צידו ו לסייע ככל יכולתי,2,1
25,34,יש עוד הרבה מה לכתוב,0,2
25,35,אבל כעת נאמר רק זאת,0,2
25,36,תודה רבה ל ה כול,0,2
26,0,צו 8 ל מצביעי ה ליכוד,2,0
26,1,לכו להצביע בהקדם ו אם אתם רוצים מ משל היא ב ראשות ב נימין נתניהו אתם חייבים להטיל פתקי מחל ל קלפיות,2,1
27,0,אנחנו מנצחים,0,2
27,1,נקום מחרתיים ב ה בוקר עם שיר חדש ב ה לב ו כך נלך להצביע,0,2
27,2,אם כ חול לבן תהיה ה מפלגה ה גדולה משמעותית ישראל תנצח,0,2
27,3,זהו ה רגע של כל אחת ו אחד מ את אנחנו,0,2
27,4,כי כחול ו לבן הוא ה צבע של אני ו של כל עם ישראל,0,2
27,5,כל קול ל ה גבאי,0,2
27,6,ל ה זהות,0,2
27,7,ל ה ישראל ביתנו,0,2
27,8,ל ה כולנו או ל מרצ,0,2
27,9,הוא קול ל ביבי,2,0
27,10,נצחון של נתניהו יוביל ל ישראל גזענית יותר,2,-1
27,11,חרדית יותר,2,-1
27,12,מושחתת יותר ו דימוקרטית פחות,2,-1
27,13,הגיע זמן החלפה,2,-1
27,14,13 שנה מ נתקים ראש מ משלה מ ה עם ו מ ערכיו,2,-1
27,15,13 שנה זה מספיק,2,-1
27,16,נקום מחרתיים ב ה בוקר עם שיר חדש ב ה ,0,2
28,0,קרנבל ב חירות תוסס ב ה קניון רחובות,0,2
28,1,הרבה מפלגות,0,2
28,2,הרבה נבחרי ציבור,0,2
28,3,ו הכי חשוב הרבה אזרחים ש אומרים ב ה קול נלהב ו ב עיניים בורקות,0,2
28,4,רק ה ליכוד,2,1
28,5,רק נתני,2,1
29,0,נרגש על השבת גופתו של רב סמל זכריה ב ה אומל זל,0,2
29,1,מ נעדרי ה קרב ב ה סולטן יעקב,0,2
29,2,ש חזר הביתה לאחר 37 שנים,0,2
29,3,מברך את ראש ה ממשלה ו שר ה בטחון בנימין נתניהו על הובלת ה מבצע,2,1
29,4,ו את קהילת ה מודיעין ו כוחות ה בטחון על מאמציהם ה רבים ש הביאו ל איתורו ו השבתו ארצה,0,2
29,5,נמשיך לפעול מתוך מחוייבות מוסרית,0,2
29,6,ל השבת כלל ה שבויים ו ה נעדרים ל מדינת ישר,0,2
30,0,גם תושבי ה דרום משעממים את בנימין נתניהו,2,-1
30,1,תושבי ה דרום הם כולם פשוט ימשיכו ל שעמם את ה ממשלה ה זאת,0,2
30,2,ש הרי למה ה ממשלה ה זאת קיימת אם לא על מנת לשרת את צרכיו ה אישיים ו ה עצובים מאוד של ראש ה ממשלה בנימין נתניהו ו של שריו ה מסוכנ,2,-1
31,0,ה בוקר ב ה אולפן הסברתי שוב כי עמיר ו אני לא נסכים לשבת ב ה ממשלה ב ה ראשות נתניהו,2,-1
31,1,אנחנו כאן בשביל להילחם על ה נושאים ש חשובים ל כולנו באמת ו אין ל אנחנו כל כוונה להתפשר על הם,0,2
31,2,צפו ו שת,0,2
32,0,לא מסוגלים לנהל מ פלגה הם רוצים לנהל מדינה,0,2
32,1,ו איתם,0,2
32,2,אמור לחתום ליברמן על ה סכם עודפים,0,2
32,3,הוכחה נחרצת ל כך ש כל פתק אל הוא,0,2
32,4,זהו פתק ל מפלגת ה חקירות ה חשאיות,0,2
32,5,עוד פחות מחודש מחליטים,0,2
32,6,מ חל,0,2
32,7,ב ה ראשות ב ה נימין נתניהו,2,0
32,8,ה פתק ה בלעדי ש מבטיח מ משלת ימ,2,0
33,0,נתניהו פחדן,2,-1
33,1,הוא מפחד לא ליישם את ה הוראות ה הזויות של טראמפ ש לא להכניס את ראשידה ועומאר ל ישראל,2,-1
33,2,ו הוא בעיקר מפחד ש כך גורם מבחוץ ייחשף ל מציאות ה כיבוש ה ישראלית,2,-1
33,3,ש יהיה ברור,0,2
33,4,מניעת כניסה של חברות קונגרס של ה מדינה ה קרובה ביותר ל ישראל רק עקב דעותיהן ה פוליטיות היא צעד הרסני ל מערכת ה יחסים עם ה דמוקרטים ב ה ארהב,0,2
33,5,נתניהו קונה שקט זמני מ ה בית ה לבן,2,0
33,6,ב ה מחיר של בומרנג מדיני ב ה טווח ה אר,0,2
34,0,דרך ארץ קדמה ל ה תורה,0,2
34,1,מיותר ו מביך לצטט כאן מדברי שר ב ה ממשלה,0,2
34,2,ש נוהג ש לא ב ה כבוד ו לא ב דרך ארץ כלפי אני ראש ה ממשלה,2,0
34,3,יותר משההתבטאות של הוא הרתיחה,0,2
34,4,היא פשוט הביכה,0,2
34,5,את ה אומר,0,2
34,6,לא כל ש כן,0,2
34,7,ב ה מהלך תשעה ב ה אב,0,2
34,8,ה יום ה מסמל מ כל את שנאת ה חינם,0,2
34,9,את ה פילוג ו ה מפריד ב עמנו,0,2
34,10,ש הביא לפני קצת פחות מ 2000 שנה ל פיזורנו ל כל עבר,0,2
34,11,ה שר ה זה צריך להתנצל עוד היום ו גם לזכור ש ה אחריות על מערכת ה משפט הייתה נתונה בידי מ פלגתו,0,2
34,12,ו שרה מ רשימתו,0,2
34,13,ו כן,0,2
34,14,גם מסקנה פוליטית,0,2
34,15,אם אתם בטוחים ש אתם רוצים ממשלת ימין לאומית,0,2
34,16,אבל ממש בטוחים ו לא מהססים,0,2
34,17,תחזקו את ה ליכוד ב ה ראשות ב ה נימין נתניהו,2,1
34,18,פשוט לכו אל ה קלפי ו הצביעו מחל,0,2
34,19,שתפו ו הפי,0,2
35,0,כתבתו של ירון אברהם היום ב ה מהדורה ה מרכזית מעידה ש אין גבול ל ה טירוף ש מאפשרת מ משלת נתניהו,2,-1
35,1,מ חבלים טרוריסטים ש פגעו ו חלקם גם רצחו חיילים ו אזרחים ב מדינת ישראל,0,2
35,2,מקבלים בונוס ו הטבות מפליגות,0,2
35,3,אם לא די ב כך ש בני ה משפחות של אותם ה מחבלים מקבלים סכומי כסף מ ה רשות ה פלשתינית,0,2
35,4,ב ה מקום ל חוקק חוק עונש מוות ל ה מחבלים ו עד אז לתת ל הם להרקב ב ה כלא,0,2
35,5,מדינת ישראל נותנת ל ה הם מתקני כושר,0,2
35,6,עיתונים יומיים,0,2
35,7,ערכות פנאי ו ביקורים אחת ל ה שבועיים,0,2
35,8,ל ה כתבה ה מלאה על ה הטבות ה מפליגות ל ה אסירים ב ה יטחונ,0,2
36,0,ה מפלגה ה יחידה ש יכולה להציג אלטרנטיבה ש ל ה טונית היא כחול לבן,0,2
36,1,למרות כל ה חיבורים ה אלה מ שמאל פרץ,0,2
36,2,מ רצ,0,2
36,3,ישראל דמוקרטית ה בחירות ה אלה תהיינה אך ו רק בין ממשלה ב ראשות בני גנץ ו כ ה חול ל ה בן לבין ממשלת חסינות של נתניהו,2,-1
36,4,עם ישראל צריך הנהגה חדשה של אנשים ישרים,0,2
36,5,לפני ה חדש,0,2
