post_num,post_idx,text,topic_tag,sentiment_tag
229,12,אורן ביטון מועמד ב מפלגת תלם ו אלמ ב ה מיל מופיד מ רעי ראש ראשי ה רשויות ה דרוזיות ו ה צרקסיות ו ראש מועצת חורפיש לשעבר כולם לוחמים ו מפקדים ב צהל ש אני גאה לקרוא ל הם אחים,0,2
34,1,אנו כבר נמצאים ב ה מגעים עם מדינות אחרות ש יכירו הכרה דומה,0,2
222,7,ה ממשלה ה לאומית ה זאת,0,2
179,1,סמוטריץ יהיה שר ה חינוך,0,2
277,0,מדינת ישראל היא מדינת ה לאום של ה עם ה יהודי,0,2
276,9,מאבק ש ידע הצלחות ו כשלונות ו אנו ממשיכים להאבק תוך למידת נסיון ה עבר עד ש נצליח,0,2
174,0,ש איש מ מצביעי ה מחנה ה לאומי,0,2
120,10,ו אינני זוכר משהו ש מתקרב ל ה מומ ה נוכחי,0,2
128,0,קרנבל ב חירות תוסס ב ה קניון רחובות,0,2
170,10,כמו אז,0,2
66,3,שתי מסקנות לא נעימות מ ה פגישות ה חשובות ש קיימנו,0,2
177,21,ש נסו מותניכם,0,2
125,27,גם מ עיתונאים בכירים,0,2
120,21,שבמקום לדאוג ל מדינה יהודית תהפוך את ישראל ל מדינת ה לכה,0,2
38,9,שבוע טוב ו בשורות טו,0,2
260,6,אז זהו,0,2
42,17,כי אני ציוני,0,2
216,9,אנחנו כאן,0,2
174,10,אז לכו להצביע,0,2
175,4,3 מיליארד שח תוספת ל ה תקציב ה ישיבות,0,2
237,6,אני מוכן,0,2
293,8,ה הצעה עברה ל ועדת טקסים ו סמלים,0,2
31,3,נפגשתי כעת עם שגריר קוריאה ה דרומית ב ה ישראל,0,2
192,4,צפו בדבריי אמש ב כ אן11 ו שתפו,0,2
79,9,ו על ישראל לבחון מחדש את ה יחסים עם כל ה שחקנים,0,2
226,16,בוקר ש ב הוא נתחיל להלחם ב עד,0,2
205,3,הלבנת ה בנייה ה בלתי חוקית ב ה מגזר ו המשך ה הפקרות ב ה תחום,0,2
53,1,על כל ה מדינות ה שותפות ל הסכם להבין זאת ו לפרוש מיידית,0,2
135,4,ב ה מקום ל חוקק חוק עונש מוות ל ה מחבלים ו עד אז לתת ל הם להרקב ב ה כלא,0,2
167,36,ו אנחנו יודעים איך להוריד את הוא,0,2
125,7,מן ה צד ה שני,0,2
235,27,רואה ב הוא תכלית ה כל,0,2
86,4,קובי גדעון,0,2
95,15,דיווחים מ ארהב מספרים ש ה מציאות ב ה רחובות השתנתה תקיפות,0,2
51,5,כ ה עם ש נרדף במשך אלפי שנים,0,2
218,19,בין ה שאר ב חבילת ה חוקים ש נניח היום,0,2
217,4,ברק יתחיל ב 10,0,2
222,12,הודיעה ה מדינה על תחילת יישומו של ה חוק,0,2
209,2,עדה חזקה,0,2
6,2,ב ה רוסיה ו ב ה כלל,0,2
218,22,פינוי ה התנחלות מ חברון,0,2
222,1,ידעתי ש סוף סוף תאלץ ה מדינה למלא את ה חוק ש יזמתי לפני 5 שנים ב נושא ה תאריך ה עברי,0,2
219,16,עובדי רכבת,0,2
79,8,אנו ב מציאות אזורית חדשה,0,2
74,1,את ה סירוב של אבו מאזן להפסיק את תשלומי ה משכורות ל ה מחבלים,0,2
205,6,ידיעות אחרונות,0,2
204,9,לא נתפשר על ה עקרונות ש ל אנחנו ו לא נתייאש,0,2
156,0,ממשלת גנץ לפיד היא לא אופציה מ בחינתנו ו לא אופציה בכלל,0,2
13,2,ללא ספק,0,2
276,0,לאחר ראיון ממושך ל ה עיתון ה צרפתי אקספרס ב נושא ה אזרחים ה ערבים ב ה ישראל,0,2
221,6,נמשיך ב דרכנו זו,0,2
225,3,ו אנחנו נפעל לממשה,0,2
35,4,אנחנו כ משרד ירושלים נשמח לסייע ב כל דרך אפשרית ל מחלקת ה מדינה לקדם את ה מעבר ה זה מהר כ כל האפ,0,2
199,0,מ כל סוג,0,2
120,8,יצא ל אני לא פעם לנהל מומ קואליציונים,0,2
220,10,פשוט ביזיון ו בושה,0,2
214,5,זה להיות ספקן,0,2
85,2,יש ל היא הרבה מטרות להוכיח ש שריפות נגרמות מ עצמן,0,2
227,0,היום ב ה בוקר הנחינו את כל סניפינו להיערך להתמודד ב בחירות לבד,0,2
65,9,לא היה מזיק ל ה עיתונאים ל סקר כ ה זה ארוע,0,2
132,4,זהו פתק ל מפלגת ה חקירות ה חשאיות,0,2
269,5,וכולנו סבלנו מ אי בנית ישוב ערבי אחד מול בנית 700 ישובים חדשים ל ה יהודים,0,2
99,16,ה אגנדה ה פמיניסטית פועלת להיאבק למען זכויות כלל ה מיעוטים ו ה מודרים,0,2
165,3,אפשר אחרת,0,2
113,1,ש שודרה היום ב ה ערוץ 20,0,2
102,10,תוביל ל צמצום ה פערים ב ישראל ו ל צמיחה ב ה משק כי אצל אנחנו בני אדם לפני ה ,0,2
22,0,היום מתקיימת ועידת ה יועצים ל ה ביטחון ל אומי של ארהב,0,2
190,0,גנץ ב יום חמישי,0,2
210,4,ישראל ב היא ה שוויון הוא לא רק סיסמא הוא תכנית עבודה,0,2
10,3,ה זהרנו,0,2
152,1,סיכמת בעבור אנחנו את מה ש אנחנו אומרים כבר חודשים,0,2
260,7,ש זה ממש לא רק על ערבים,0,2
95,8,אך דבר אחד הוא כבר בגדר עובדה,0,2
153,3,את ה תוצאות אנחנו רואים היום,0,2
226,19,אפשר להתחיל לחלום אבל אסור להפסיק לעבוד,0,2
43,18,ב סוף מנהיגים נבחנים ב רגעים היסטוריים כ ה אלה,0,2
5,23,יהיה ראש ועדת ה חוץ של בית ה נבחרים,0,2
271,7,ו לבטא את עמדות ה ציבור ש לנו ב ה כבוד,0,2
129,6,ל השבת כלל ה שבויים ו ה נעדרים ל מדינת ישר,0,2
141,4,אתמול הבינו כולם ש ה הר הוליד עכברון ב ה רכות ל אתה,0,2
232,25,זו ה ממשלה ה ראשונה ב ה היסטוריה של מדינת ישראל מ אז ש הוקמה,0,2
31,0,תהליך מדהים מתחיל היום ב ה עולם,0,2
45,7,אני קיווה את היא,0,2
92,15,הגדיר מנהיג ה מיעוט ה דמוקרטי צאק שומר את ה צעדים נגד פליטים,0,2
13,5,כבר למעלה משנה ש אנו,0,2
221,0,יום ה אדמה,0,2
125,36,תודה רבה ל ה כול,0,2
218,1,אנחנו לא נרגשים היום,0,2
30,0,לפני שנתיים הובלתי הפגנה יחד עם מאות אנשים מול מועצת זכויות ה טרוריסטים של ה אום ש הפכה ל ה מוסד אנטישמי ו מוקד ל שנאת יהודים,0,2
91,1,נאה מ קיים,0,2
276,8,עמנו נאבק במשך מאה שנה,0,2
216,7,ב ה מוסדות ה רשמיים ו ב מגרשי ה כדורגל,0,2
204,1,ה ציבור ש ל אנחנו רוצה השפעה אקטיבית למען שלום ו שוויון,0,2
226,21,הצטרפו אל אנחנו,0,2
92,38,לא התייאשתן,0,2
240,5,ל אני זה נשמע הרבה יותר כמו עליונות גזעית,0,2
100,8,ו תודה ל כל ה לוחמים ש ל אנחנו ש שומרים על ה גבולות ש ל אנח,0,2
164,4,נצביע ב ה אחריות ו ב ה קור רוח,0,2
41,3,כמו ש אני מעריך את ה תיאום ה ביטחוני בין ה צבאות של רוסיה ו ישראל,0,2
5,29,מעבר ל ה הם,0,2
134,0,דרך ארץ קדמה ל ה תורה,0,2
99,14,בין הם מ ה גרים,0,2
210,10,ה נוצרים,0,2
167,31,זה מה ש קורה כש ה פוליטיקאים עסוקים רק ב ה עצמם,0,2
70,10,צפו ב ראיון עם דפנה ליאל ו ברק רביד ב תכנית זוג או פרט,0,2
298,2,לצערי מערכת ה משפט ב מדינת ישראל מתייחסת,0,2
78,4,אור אלתרמן ברנע ו איילה מ רומי קינן,0,2
67,0,כש אין יוזמה ישראלית,0,2
248,4,הזמינו את אנחנו ל כל מקום,0,2
223,6,חוק קמיניץ,0,2
127,1,נקום מחרתיים ב ה בוקר עם שיר חדש ב ה לב ו כך נלך להצביע,0,2
11,5,ל עיצוב מצב נכון יותר,0,2
111,0,מתכון ל ה מדינה ה חזקה ב ה מזרח ה תיכון,0,2
120,5,ו לא רק עם ישראל ביתנו,0,2
28,2,כלכלת איראן ב שפל ואנחנו רואים את ה תוצאות כבר ב ה שטח,0,2
249,3,עשרות מנהיגים ו משלחות מרחבי ה עולם הגיעו כדי להדק את ה קשרים עם הכנסת,0,2
215,5,ה עם ה יהודי למוד ה סבל יודע ש חירותו ו קוממיותו הושגה ב ה מחיר גבורתם של טובי בניכם,0,2
221,7,דרך ה 30 ב ה מרץ,0,2
248,8,לשמוע ו גם ללמוד,0,2
11,8,ו ישופרו ה סעיפים ה נוגעים ל ה תקופה ש אחרי פקיעת ה הסכם ה נוכחי,0,2
106,1,ה מערכות ש ל אנחנו יודעות להתמודד עם כל איום גם ב ה הגנה ו גם ב ה התקפה,0,2
129,5,נמשיך לפעול מתוך מחוייבות מוסרית,0,2
116,9,תוך שמירה על מינהל תקין,0,2
115,0,ה ל הוא,0,2
3,0,בני גנץ אומר ב ראיון ש יש לגרש עוד יהודים מ ה ביתבאופן ה ומאניבמהלך התנתקות חד צדדית מ יהודה ו שומרון,0,2
62,2,אבל ה לב של אני נמצא כמו תמיד ב ירושלים,0,2
9,10,אין קואליציה ו אופוזיציה,0,2
279,1,גזע ו מין,0,2
99,27,זה רק עניין של זמן,0,2
213,4,ל שר ה משפטים ו ל התאחדות ה כדורגל,0,2
27,3,עמוס בן גרשום,0,2
167,32,ב ה מקום לעבוד בשביל אתם,0,2
286,3,אמשיך לקדם ו להגן על מעמדה של ישראל כ מדינתה של ה עם ה יהודי,0,2
276,3,הצהרת ב לפור,0,2
189,15,ה מציאות פשוטה,0,2
140,2,אנשים מבוגרים,0,2
140,1,קחו 3 דקות ו תצפו ב ה סרטון ה זה,0,2
189,20,שבוע טוב מאוד ל אתם מ אולפן כאן רשת ב,0,2
219,0,ב ל אני מסכות,0,2
120,20,לכן ממשלת 60 תהיה ממשלה חרדית ו לא ממשלה ימנית,0,2
64,1,אך ב ה דבר אחד אני בטוח יום אחד ילד פלסטיני יניף את דגל פלסטין מעל חומות ירושלים ה עתיקה,0,2
20,2,ו אל קודס תישאר מושרשת ו איתנה ב ה אנשיה ש מתעקשים להשיג את חירו,0,2
92,26,ש גם אם הפסידו,0,2
177,9,הם קראו ל הוא פאשיסט ומוסליני,0,2
220,5,ה בית ה יהודי ו עוד ו עוד,0,2
235,5,ה מפגינים נגד יוקר ה מחייה,0,2
277,1,כך היה כך גם יהיה,0,2
190,4,ה נסיבות ישתנו,0,2
5,22,אליוט אנגל,0,2
140,3,חלקם בני יותר מ 70,0,2
11,1,מה צריך לעשות עכשיו,0,2
296,1,ממשיכים קדימה,0,2
125,0,כך נראה אושר גדול,0,2
140,6,ו ב ה דיוק ב את הוא היום,0,2
5,33,גם ה שמאל ה אמריקאי אינו אוהד את ישראל,0,2
279,17,מדינת ישראל היא מדינה יהודית ו דמוקרטית,0,2
98,3,אנו נמשיך,0,2
256,4,אהבת אנשיה,0,2
204,3,הפסקת מדיניות הריסת ה בתים,0,2
25,4,מערכת ה בחירות ה זו החלה בגלל עזה,0,2
280,9,אנחנו מצפים,0,2
283,6,בואו נשדר ל ה עולם כולו מסר מהדהד של עוצמה ו אחדות,0,2
248,6,הכי חשוב ל אנחנו כעת זה לפגוש את אתם,0,2
85,5,נמשיך לעשות את ה עבודה של אנחנו ב כדי להגן על אזרחי ישראל,0,2
298,9,מדינת ישראל היא מדינה יהודית ו דמוקרטית,0,2
110,1,זו לא הסתה נגד אני ב אופן אישי,0,2
218,7,מרצ תניח היום על שולחן הכנסת את הצעת ה חוק ה ראשונה ש נעלה ל ה הצבעה,0,2
127,2,אם כ חול לבן תהיה ה מפלגה ה גדולה משמעותית ישראל תנצח,0,2
78,7,לינק ל ה אתר ב ה תגובה ה ראשונה,0,2
34,2,אין ל אני ספק ש יהיה מעבר של שגרירויות רבות ל ה ירושלים,0,2
201,0,זה ה זמן ל ה גלות ל כןם ש ב ה עברית ה מילה כ לום פירושה דבר מה,0,2
203,0,יותר מ זה מה עוד אפשר לומר,0,2
152,0,הפעם אני נאלצת להסכים את אתה ו לא רק אני גם רבים מ ה ציבור,0,2
113,0,התראיינתי ל תוכנית ה נבחרים ב ה רדיוס 100 אף אם,0,2
217,3,מ ה צד ה אחר אני,0,2
259,2,שולחת חיבוקים ל ה חברים ו ל ה תושבים ש לילם שובש ו ב שעות ה אחרונות רצים ל ה מקלטים,0,2
214,18,ב ה הצלחה,0,2
149,0,ה שבועות ה קרובים יגידו,0,2
177,20,למעט שנאת ה ליכוד,0,2
123,4,ל ה ,0,2
125,15,אז הם ניגשו ליד ה אוזן ו לחשו ל אני,0,2
222,10,כ ה יום,0,2
113,8,כ חול לבן היא ה אלטרנטיבה,0,2
84,4,זהו הישג משמעותי ל מתנגדי ה רעיון ה מסוכן ה זה,0,2
16,23,ש הצהיב כבר מ תעתועי ה זמן,0,2
17,1,יש חיים מ חוץ ל ענייני ביטחון,0,2
150,3,אבל לא רק ב ה הם,0,2
212,14,כל דיון ב מדינת ישראל צריך להתנהל על מי מנוחות ו לא לכלול הטחות רפש הדדיות,0,2
69,0,נפגשתי אתמול עם גייסון גרינבלט,0,2
232,13,ה גונים,0,2
265,3,ה ממשלה ה זו איבדה פרופרוציה ו היא שיכורה מ כוח,0,2
224,0,אנחנו לא יודעים ו אף אחד לא יודע,0,2
244,6,ו עודנו מתגברים,0,2
114,1,אנשי כ חול לבן,0,2
298,3,ב ה ראש ו ב ה ראשונה,0,2
93,14,אציע ל חבריי מ ה אופוזיציה לחדול מ ה דמגוגיה,0,2
190,6,שבוע טוב,0,2
193,4,טיבי ו עודה ב ה אופוזיציה אז תצביעו רק ב פתק אחד,0,2
248,7,בשביל ל ה דבר,0,2
291,13,אבל נו טוב,0,2
19,5,ו ידאו,0,2
8,6,ו ידאו,0,2
125,2,כל ה סקרים ו כל ה פרשנים,0,2
164,2,ב 94 נעשה ב ה דיוק את מה ש עשינו היום לפני ארבע שנים,0,2
9,6,על אנחנו להעריך את ה עבודה ה חשובה ש עושים גופי ה ביטחון של מדינת ישראל יום ו ליל,0,2
11,11,ל ה שם,0,2
218,25,הצעת חוק ל ה פיקוח על ייצוא נשק,0,2
114,0,אנחנו הגענו ל כאן,0,2
9,7,ב כך הם מאפשרים ל ה קברניטים לקבל החלטות ש גם אם יש ב ה הן סיכון מסוים,0,2
23,7,ו ב שיתוף ה פעולה בין ה מדינות,0,2
240,4,כדי למנוע מ ה ערבים ה שכנים להיכנס,0,2
7,5,אלא מכשול ל ה שלום,0,2
70,3,לא ל ה נצח,0,2
8,8,ל ה עמ,0,2
66,14,לא מלחיצות ידיים,0,2
111,4,מתבלים ב ה צבא ה חזק ו ה ערכי ב ה עולם,0,2
115,5,אז חלאס,0,2
194,4,זה בדיוק מה ש הם לחצו לקבל במשך 3 שנים,0,2
167,11,יהדות ה תורה הודיעה ש תתמוך ב ה חוק צרפתי מורחב,0,2
146,3,ב ה מקום לסגור את ה גירעון ה תקציבי ו להפנות כספים ל שיפור מערכת ה בריאות,0,2
189,7,אלא מה,0,2
278,7,אנו בני ה מולדת,0,2
20,0,קולם של ה אלפים ב ה סכנין הוא רק חלק מקולם של מאות מיליונים ש יצאו ל ה רחובות ב כל רחבי ה עולם,0,2
248,5,לא משנה כמות ה קהל,0,2
226,22,סוף שבוע נפלא,0,2
93,15,מ ה ארסיות ו ה הפחדה ה בלתי פוסקת ו לנסות לזכות ב אמון ה ציבור ב ה דרכים חלופיות,0,2
134,19,שתפו ו הפי,0,2
229,7,אני גאה לחלוק עמדה זו עם עשרות קצינים בכירים ב ה מילואים ו עם רוב רובו של ה ציבור ה ישראלי,0,2
234,0,יצא ה מרצע מן ה שק ו נחשף ה מרצ ה אמיתי של מועמד ה שמאל בני גנץ,0,2
270,4,אנחנו בחרנו להתמודד,0,2
19,7,ל ה עמ,0,2
65,10,להתנער קצת מ ה ציניות,0,2
43,7,ש אני מאוד אוהבת כמו ש אתם יודעים,0,2
23,3,ש מארח את אני ב ביתו,0,2
207,4,ייצוג הולם ל בני ה עדה ה דרוזית ו כל בעיות ה תכנון ו ה בנייה תוך דאגה ש משרד ה פנים יהיה בידי מפלגת ישראל ביתנו ו כל ה סמכויות של וועדות ה תכנון שיחזרו ל משרד ה פנים רחוק מ ידיו ה הרסניות של כחלון,0,2
153,2,ו הם לא סיפקו סחורה,0,2
114,22,לא רק ה שדות פה נשרפים,0,2
159,0,מערכת ה ביטחון ב הודעה דרמטית,0,2
294,16,נחקקו שניהם כ חקיקה פרטית של חכ אמנון רובינשטיין אשר היה חבר ב ה אופוזיציה,0,2
214,2,זה להיות שווה,0,2
249,5,אנו ממשיכים לשמור על מעמד הכנסת,0,2
203,2,ו תגובת שפת ה גוף של הוא ל ה הסתיגות חכ גדיר מ ריח אומרת ה כל,0,2
166,1,אנחנו נמשיך מ כאן,0,2
62,0,חברים יקרים,0,2
226,17,ש נחזור ל ה ממשלה ו נחזור לנצח,0,2
13,4,אנחנו ב ה משרד ירושלים ו מורשת נעשה ה כל על מנת לסייע ו לזרז את ה מעבר,0,2
250,9,ב ה דרך לקבל את מלוא זכויותינו,0,2
220,9,ציפי ליבני ב עצמה ש בכתה ל אנחנו ב בית גן נתנה חופש הצבעה ל חברי מפלגתה ו לא עמדה ב ה התחייבות של היא,0,2
118,10,מ ה שחיתות ו מ ה גרעון ה תופח,0,2
278,9,קולות ה מואזין ש ממלאים את מולדתנו ב חגים ב כל כפר ו עיר ימשיכו ו רביבו ו נתניהו יכולים להמשיך להכות את ראשם ב ה קיר,0,2
27,0,פגישה חשובה עם ה שליח ה מיוחד של ארהב ל ענייני איראן,0,2
91,9,לצד זאת מסרתי את תקוותי כי ביחד נוכל לשים את ה מקרה ה מצער ה זה מאחור אנחנו מתוך ה גישה שמה ש לא יצליח לערער את ה יחסים בין אנחנו,0,2
212,9,ל ה הפך,0,2
151,2,יזמנו את ה קיזוז כ ה חוק ו לא רק כ החלטת ממש,0,2
267,1,ב מדינת ישראל ה דמוקרטית,0,2
5,38,לא כש אין משרד חוץ מתפקד,0,2
218,21,נישואים ו גירושים אזרחיים,0,2
9,4,כעת עלינו לפעול ל רתימת מדינות אירופה ו אחרות ל ה צעדים ל מניעת נשק גרעיני איראני,0,2
218,14,מ אז ה בחירות נאבקנו ב חזרתו של נתן אשל ל ה חיים ה ציבוריים,0,2
1,4,מדובר ב חלק בלתי נפרד מ עם ישראל,0,2
99,20,כך גם זכותנו לחשוף הטרדות מיניות ו לזעוק על במות ציבוריות כי לא נכיל ביזוי ו השפלת נשים,0,2
237,5,בעיקר משום ש אני מאמין ב ה צדקת דרך אנחנו,0,2
235,16,היא נאבקתם ב זכותם ל ה שכר ו תנאי ה עסקה ראויים,0,2
229,9,אחריות פירושה גם ל דעת לתקן,0,2
242,1,שמו כנראה לא יתפרסם לעולם,0,2
140,11,אני אמשיך להילחם עבור הם מ כל מקום כדי ש זה יקרה,0,2
146,0,איוולת ש לא היתה כדוגמתה מ אז קום ה מדינה,0,2
92,7,אבל ה הבדל ה עיקרי בין ארהב ל ישראל הוא ה אופוזיציה,0,2
112,0,כש סמכות שרים עוברת ל ה רבנים ו ה יכולת של ה ממשלה לקבוע שעבודות חיוניות יתקיימו ב ה שבת מועברת ל ה רבנות ה ראשית,0,2
289,0,היום החלטתי לשים סוף ל גרירת ה רגליים,0,2
32,2,000 שנה,0,2
249,8,שנה מתוקה,0,2
6,6,ב ה תגובה ה ראשונה,0,2
279,19,למה הוקמה ו עדה מיוחדת,0,2
207,5,אבל אל ל אנחנו לשכוח ש תמיכתכם חשובה ל אני מאד ב כדי ש אוכל להמשיך ל שרת את אתם נאמנה כפי ש עשיתי עד ה יום,0,2
143,1,ה בור ה תקציבי רק מתנפח ו גדל,0,2
270,11,ל ה דרישתנו ו ב גיבוי ה יועץ ה ממשלתי ל ה ממשלה,0,2
66,0,קר ב ה מוסקבה,0,2
59,11,לכן אנחנו בכחול לבן התאחדנו,0,2
51,2,ש זה כל מה ש הם מכירים,0,2
65,3,אמרתי ב ה אירוע,0,2
112,5,ה פרסום ה זה,0,2
66,18,אני מתרשם מ ה מסירות ו ה מקצועיות של הם,0,2
265,1,בגין והרצל כבר לא ציוניים לפי ה שר לוין ו חבריו ל ממשלת ה צללים,0,2
113,11,אנחנו מה ש ה מדינה ש ל אנחנו צריכה עכשיו,0,2
167,40,הם אנשים הגונים,0,2
8,7,עומר מ ירון,0,2
229,11,תאל ב מיל אמל אסעד,0,2
219,15,ו ב ראשם חוק שילוב דרוזים ב חברות ממשלתיות,0,2
235,29,קרדיט צילום,0,2
223,7,הוציא מ חוץ ל ה חוק את ה פלג ה צפוני של ה תנועה ה איסלאמית,0,2
288,1,מ זה הם חיים ו זה עיקר סוד ה קיום של ה מפלגה ה זאת,0,2
99,3,עידן ב הוא ה נשים מאתגרות ב יתר שאת את תקרת ה זכוכית,0,2
166,2,ב 9,0,2
25,0,לא חקירות,0,2
214,11,דעו ש גם אי נקיטת עמדה היא עמדה,0,2
93,16,מה יש ל אתם כבר להפסיד,0,2
110,2,זוהי הסתה נגד ה עם ש ל אנחנו,0,2
7,4,אבו מאזן איננו פרטנר ל שלום,0,2
215,3,ל בניין ה אומה עוד ב הנחת ה יתדות ה ראשונים,0,2
106,2,לא הייתי ממליץ ל אויבנו לנסות את אנחנו,0,2
85,4,אבל לא יעזור ל ערד ניר ו לא ל שאר ה גורמים ה קיצוניים ש מנהלים קמפיין שקרי נגדי ו נגד כוחות ה ביטחון,0,2
11,10,ל ה זה אנחנו צריכים לרתום את אירופה ו לעזור לשכנע את רוסיה להצטרף,0,2
90,3,האם לא הגיע ה זמן ש גם ה שמאל ה ישראלי יתפכח מ ה אשליה,0,2
204,11,ב ה בחירות ה אלה נגיע ל מיליון קולות,0,2
212,12,ה מסקנה ה מתבקשת היא ש להגדיל את ה להבות על כלום ו שום דבר,0,2
113,16,ש בת של,0,2
274,5,ה צדק ו ה שלום ו תקיים שיוויון זכויות ל כל אזרחיה,0,2
62,5,ו עוד משהו,0,2
1,0,עם ישראל עם ה גולן,0,2
210,12,ב ה דואים ו ה דרוזים,0,2
121,9,ו אנו נלך ו נרחיב את זה,0,2
125,3,ניצחנו ניצחון ענק ו היסטורי,0,2
262,3,כי הוא אמר זאת,0,2
292,5,כי לנגד עיניי עומדת מטרה אחת,0,2
109,5,ב יום ה בוחר זכרו,0,2
259,16,אבל ב ה מקום להפוך כל אבן,0,2
60,4,אבל זה תלוי אך ו רק ב אתם,0,2
219,21,000 בני נוער,0,2
168,6,ב אירוע ה מכינות ה קדם צבאיות ב אוניברסיטת תל אביב ה בוקר,0,2
112,4,דרעי ו סמוטריץ,0,2
170,0,ה שמאל ב ישראל אומר,0,2
51,1,ש התחנכו פה,0,2
253,1,ה ראיון ה מלא של אני ה בוקר ב ה רשת,0,2
43,19,ש הם כה בלתי אפשריים ו כה שנויים ב מחלוקת,0,2
82,0,כש חזרתי מ ביקור ה עבודה ה אחרון של אני ב ארהב,0,2
42,11,לא יהיה כאן פתרון,0,2
222,4,אנחנו ה סמולנים,0,2
175,6,מיליארד שח ל מימון חוק נהרי כדי להבטיח ש ילדים חרדים לא ילמדו לימודי מתמטיקה ו אנגלית,0,2
216,0,מ ברוק ל קבוצת ה כדורגל עארה ערערה ועלייתה ל ה ליגה א,0,2
275,5,זה ה פתרון ה הולם ביותר ל מדינת ישראל,0,2
14,1,ריק פרי,0,2
26,0,נפגשתי הערב עם ה יועץ ל ה ביטחון ל אומי של ארהב,0,2
205,5,מי לא תרעד ידו מ להצביע כ חול לבן,0,2
227,4,אנו צריכים לשים על ראש סדר ה עדיפויות את ה אינטרס של עמנו,0,2
167,16,כ ה סף ש נלקח ישירות מ ה כיס ש ל אתם ו הועבר ל עמותות פוליטיות,0,2
146,4,מבזבזים כסף על בחירות מיותרות,0,2
139,5,מאחל שבת שלום ל אזרחי ישר,0,2
167,15,ב ה ממשלה ה נוכחית עלו ה הסכמים ה פוליטיים יותר מ 10 מיליארד שקל,0,2
144,4,הייתה ב הישג יד ו רק עקשנותו ה מיותרת של איווט ליברמן,0,2
27,1,ב ה ריאן ה וק,0,2
155,1,הבוקר באשדוד יחד עם עשרות פעילים,0,2
14,11,ביקשתי מ עמיתי לעודד חברות אנרגיה מרכזיות ב ה ארהב להשתתף ב ה מכרז ה בא ל חיפושי גז טבעי ו נפט ב ה ישראל,0,2
248,3,אני פונה ב שם כל חברי ה משותפת אל ה קהל ה רחב,0,2
114,15,כפי ש צריך לתת,0,2
276,1,השתתפתי ב ה כנס חשוב על הצהרת בלפור,0,2
220,6,זוכרים מה אמרו,0,2
223,2,ליברמן לא היה עובר את אחוז ה חסימה ש הוא בעצם הוא העלה,0,2
104,4,ה בוקר התראיינתי אצל עידן קוולר ב גלצ,0,2
52,5,ש ירושלים תהיה לעד בירתנו ה מאוחדת,0,2
117,1,רק לפני חודש,0,2
279,7,של ה עם ה יהודי,0,2
259,0,לילה ו יום קשים ב ה עוטף עזה,0,2
121,8,אז אנחנו מתחילים ב מוצאי שבת ה קרובה,0,2
265,2,אנחנו ב ה דרך ל ה שלטון יחיד,0,2
174,8,משום ש ל ראשונה מ 1992 יש סיכוי סביר מאוד ש תוקם ממשלת שמאל,0,2
279,18,ו שני ה ערכים חשובים ב ה אותה ה מידה,0,2
235,6,נגד ה אלימות ה מגדרית,0,2
132,0,לא מסוגלים לנהל מ פלגה הם רוצים לנהל מדינה,0,2
247,1,ב ה מושב ה זה אמשיך לעסוק ב מגוון רחב של עשייה ציבורית למען ה כלל ו למען ה עדה ה דרוזית ב ה פרט,0,2
